distance,stellar_magnitude,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,planet_type
1773,16.473,4.27,0,1.901,0,0.0228,0.004380561,0,2
1969,14.857,3.64,0,1.73,0,0.0246,0.004380561,0,2
1165,13.439,2.32,0,1.326,0,0.0491,0.011498973,0,2
2966,15.327,4.93,0,2.069,0,0.0892,0.026830938,0,2
1115,14.284,3.6,0,1.718,0,0.04825,0.012046544,0,2
1115,14.284,3.44,0,1.674,0,0.0684,0.020260096,0,2
1115,14.284,2.06,0,1.238,0,0.1404,0.059685145,0,2
1012,13.85,2.42,0,1.36,0,0.0784,0.024093088,0,2
2392,14.962,4.17,0,1.875,0,0.1182,0.04106776,0,2
2381,13.661,2.62,0,1.426,0,0.0866,0.025462013,0,2
1360,15.928,3.38,0,1.656,0,0.0532,0.015879534,0,2
1851,14.142,2.13,0,1.262,0,0.0577,0.015331964,0,2
4383,14.842,2.73,0,1.46,0,0.056,0.012046544,0,2
4135,14.893,4.02,0,1.835,0,0.0495,0.010403832,0,2
1928,14.674,1.42,0,1.112,0,0.0646,0.016427105,0,2
2479,14.857,2.21,0,1.289,0,0.1011,0.033127997,0,2
1674,14.901,1.76,0,1.18,0,0.0449,0.010677618,0,2
2581,14.762,1.46,0,1.119,0,0.0529,0.012867898,0,2
808,13.556,2.12,0,1.26,0,0.2008,0.091718,0,2
725,13.054,1.25,0,1.073,0,0.0203,0.003285421,0,2
2671,14.836,3.08,0,1.567,0,0.0418,0.009582478,0,2
1326,14.424,1.51,0,1.13,0,0.04,0.009034907,0,2
1326,14.424,1.92,0,1.21,0,0.062,0.016974675,0,2
1326,14.424,2.1,0,1.25,0,0.075,0.022724163,0,2
2796,16.231,3.2,0,1.602,0,0.1275,0.05065024,0,2
1925,13.298,4.36,0,1.923,0,0.1463,0.057768654,0,2
963,11.065,3.59,0,1.717,0,0.1469,0.049281314,0,2
2818,15.101,4.23,0,1.89,0,0.223,0.10841889,0,2
800,15.896,1.84,0,1.194,0,0.0621,0.021081451,0,2
2718,14.357,2.21,0,1.29,0,0.048,0.011772759,0,2
883,16.154,2.16,0,1.273,0,0.0296,0.007665982,0,2
1758,12.062,3.18,0,1.599,0,0.0822,0.020807665,0,2
3249,14.854,4.38,0,1.929,0,0.0408,0.008213553,0,2
875,14.95,3.23,0,1.613,0,0.0956,0.039698835,0,2
1255,14.53,4.5,0,1.96,0,0.1,0.03832991,0,2
1255,14.53,2.83,0,1.49,0,0.214,0.120465435,0,2
4213,15.455,3.98,0,1.824,0,0.0712,0.019164955,0,2
722,15.619,2.51,0,1.391,0,0.0413,0.010951404,0,2
2468,13.634,1.59,0,1.147,0,0.0257,0.004106776,0,2
1720,14.767,2.63,0,1.43,0,0.058,0.014784395,0,2
1720,14.767,15.2,0,0.224,1,0.163,0.07063655,0,2
1720,14.767,2.7,0,1.45,0,0.2494,0.14017797,0,2
861,13.309,2.3,0,1.319,0,0.077,0.022724163,0,2
1831,15.497,3.87,0,1.794,0,0.0821,0.026830938,0,2
1976,14.772,3.33,0,1.64,0,0.036,0.007392197,0,2
1976,14.772,4.66,0,2,0,0.064,0.017522246,0,2
2077,15.905,3.43,0,1.671,0,0.0662,0.042436685,0,2
1417,14.679,3.18,0,1.596,0,0.1017,0.033675566,0,2
723,15.536,3,0,1.545,0,0.0699,0.024093088,0,2
1336,14.271,2.9,0,1.513,0,0.0435,0.010403832,0,2
2269,14.488,2.86,0,1.5,0,0.109,0.03778234,0,2
1428,14.734,4.53,0,1.968,0,0.3648,0.25051335,0,2
3375,14.514,3.58,0,1.714,0,0.055,0.012594113,0,2
1987,14.854,2.15,0,1.27,0,0.04,0.008487337,0,2
1987,14.854,4.62,0,1.99,0,0.049,0.011772759,0,2
2365,13.477,5,0,2.086,0,0.1528,0.057768654,0,2
1403,14.605,2.61,0,1.422,0,0.0187,0.002737851,0,2
1099,16.83,2.78,0,1.475,0,0.0213,0.004380561,0,2
2239,13.228,4.1,0,1.856,0,0.0455,0.010130048,0,2
3436,15.158,4.54,0,1.97,0,0.0655,0.015879534,0,2
1586,14.577,2.02,0,1.227,0,0.037,0.008487337,0,2
1930,12.645,2.24,0,1.3,0,0.0771,0.01889117,0,2
1632,15.18,2.73,0,1.459,0,0.0496,0.012594113,0,2
4010,15.48,4.92,0,2.067,0,0.065,0.01615332,0,2
1472,11.443,3.4,0,1.66,0,0.1096,0.033127997,0,2
3708,14.935,4.46,0,1.949,0,0.0583,0.013963039,0,2
3427,14.993,4.9,0,2.06,0,0.064,0.015605749,0,2
3427,14.993,35.7,0,0.203,1,0.103,0.03175907,0,2
2061,14.855,2.82,0,1.489,0,0.1606,0.070910335,0,2
1222,14.412,3.76,0,1.764,0,0.1089,0.04052019,0,2
1010,13.887,2.57,0,1.409,0,0.0563,0.015331964,0,2
1991,14.42,8.8,0,1.97,0,0.141,0.05557837,0,2
2520,15.726,4.22,0,1.886,0,0.0762,0.021902807,0,2
1834,15.229,2.92,0,1.519,0,0.2395,0.13388091,0,2
2769,15.621,3.66,0,1.734,0,0.0215,0.003559206,0,2
2783,14.36,4.5,0,1.961,0,0.0807,0.02436687,0,2
4343,15.178,3.13,0,1.583,0,0.0394,0.007392197,0,2
1522,14.562,1.71,0,1.17,0,0.026,0.004380561,0,2
1522,14.562,4.74,0,2.02,0,0.139,0.056673512,0,2
1431,13.569,1.55,0,1.139,0,0.1021,0.034770705,0,2
3008,15.468,3.11,0,1.577,0,0.0344,0.006844627,0,2
3186,14.418,4.99,0,2.082,0,0.1016,0.032032855,0,2
2220,13.549,1.65,0,1.16,0,0.0872,0.027104722,0,2
369,10.31,1.46,0,1.12,0,0.0791,0.022450376,0,2
579,15.138,1.24,0,1.07,0,0.0343,0.010677618,0,2
579,15.138,2.1,0,1.25,0,0.0451,0.019986311,0,2
579,15.138,2.54,0,1.4,0,0.0781,0.036413416,0,2
579,15.138,2.15,0,1.27,0,0.11,0.061327856,0,2
579,15.138,1.71,0,1.17,0,0.432,0.3556468,0.04,2
2678,15.889,3.28,0,1.626,0,0.0128,0.001642711,0,2
2046,12.825,4.92,0,2.065,0,0.0953,0.02902122,0,2
3728,14.297,2.57,0,1.41,0,0.059,0.013415469,0,2
1446,12.516,2.81,0,1.487,0,0.1151,0.03778234,0,2
4707,15.433,3.95,0,1.814,0,0.0845,0.024640657,0,2
2670,14.851,2.89,0,1.511,0,0.036,0.006844627,0,2
1314,12.099,2.32,0,1.326,0,0.0956,0.031211497,0,2
3159,14.719,3.46,0,1.68,0,0.032,0.005749486,0,2
1945,14.412,2.93,0,1.521,0,0.0473,0.010951404,0,2
2778,15.592,4.03,0,1.837,0,0.0633,0.017248461,0,2
3427,15.152,3.55,0,1.706,0,0.0504,0.011498973,0,2
3051,15.452,1.87,0,1.201,0,0.0385,0.007665982,0,2
2321,16.136,3.02,0,1.551,0,0.0457,0.011225188,0,2
1930,14.971,1.92,0,1.21,0,0.088,0.028473647,0,2
1930,14.971,22.7,0,0.212,1,0.137,0.0550308,0,2
1413,13.771,6.9,0,2,0,0.0447,0.009582478,0,2
5025,15.502,3.27,0,1.623,0,0.042,0.008213553,0,2
3355,15.097,2.77,0,1.474,0,0.0453,0.009582478,0,2
1123,16.113,1.74,0,1.176,0,0.0385,0.010403832,0,2
884,16.367,2.51,0,1.39,0,0.0436,0.012594113,0,2
3430,15.086,2.69,0,1.446,0,0.0451,0.009308693,0,2
953,13.989,1.63,0,1.155,0,0.1076,0.040793974,0,2
2491,15.933,1.33,0,1.092,0,0.0306,0.006570842,0,2
1414,14.336,3.05,0,1.56,0,0.03,0.005475702,0,2
1414,14.336,2.73,0,1.46,0,0.045,0.010403832,0,2
880,12.245,1.01,0,1.011,0,0.0636,0.016427105,0,2
969,12.36,2.41,0,1.357,0,0.0646,0.01670089,0,2
2858,14.814,2.92,0,1.519,0,0.1209,0.03887748,0,2
2965,15.474,4.23,0,1.89,0,0.103,0.035318274,0,2
1939,14.987,2.36,0,1.34,0,0.087,0.027104722,0,2
1939,14.987,4.12,0,1.86,0,0.128,0.048459962,0,2
3232,14.454,4.5,0,1.96,0,0.2846,0.14401095,0,2
1065,12.679,4.63,0,1.992,0,0.194,0.053661875,0.43,2
2126,14.308,1.04,0,1.02,0,0.0668,0.01779603,0,2
899,13.447,2.95,0,1.53,0,0.1025,0.03559206,0,2
2328,15.286,2.91,0,1.515,0,0.0123,0.001368925,0,2
1070,12.81,1.76,0,1.18,0,0.0561,0.013415469,0,2
1374,15.246,4,0,1.828,0,0.0938,0.035865847,0,2
619,13.622,1.68,0,1.165,0,0.0334,0.007665982,0,2
2605,15.674,3.01,0,1.547,0,0.0525,0.013689254,0,2
3277,13.868,3.02,0,1.549,0,0.0571,0.013415469,0,2
1529,12.973,1.01,0,1.01,0,0.0711,0.019164955,0,2
633,14.569,1.09,0,1.033,0,0.1022,0.042710472,0,2
3582,14.969,2.89,0,1.51,0,0.032,0.005749486,0,2
2274,14.845,2.95,0,1.527,0,0.0871,0.02956879,0,2
2779,13.828,2.07,0,1.239,0,0.1724,0.074469544,0,2
1976,15.936,2.2,0,1.286,0,0.0607,0.016974675,0,2
4481,15.875,3.9,0,1.802,0,0.0625,0.01615332,0,2
1466,12.609,1.69,0,1.167,0,0.117,0.039151266,0,2
1176,15.989,1.32,0,1.089,0,0.0563,0.01615332,0,2
4307,15.486,4.86,0,2.051,0,0.0856,0.025462013,0,2
1563,14.797,1.57,0,1.143,0,0.0617,0.017522246,0,2
2127,14.863,4.78,0,2.03,0,0.077,0.022724163,0,2
2127,14.863,3.02,0,1.55,0,0.197,0.09336071,0,2
4983,15.181,2.26,0,1.307,0,0.0354,0.006297057,0,2
3400,15.809,3.25,0,1.619,0,0.0588,0.015331964,0,2
2828,15.146,1.95,0,1.215,0,0.0783,0.021902807,0,2
1702,13.839,2.4,0,1.354,0,0.2301,0.11471595,0,2
1581,15.222,1.39,0,1.105,0,0.0763,0.023545519,0,2
2450,16.303,2.86,0,1.5,0,0.0696,0.019986311,0,2
3929,15.851,3.47,0,1.682,0,0.0717,0.018069815,0,2
1472,14.239,4.27,0,1.9,0,0.138,0.056673512,0,2
937,11.23,2.02,0,0.802,0,0.0763,0.02053388,0.07,2
937,11.23,2.11,0,0.868,0,0.1041,0.030937715,0.04,2
1078,11.775,1.04,0,1.02,0,0.06,0.015331964,0.02,2
1078,11.775,5.3,0,1.23,0,0.09,0.028199865,0.08,2
1078,11.775,1.98,0,1.22,0,0.119,0.04298426,0.03,2
1616,13.684,2.96,0,1.53,0,0.0229,0.003559206,0,2
713,12.035,8.4,0,2.209,0,0.0835,0.025462013,0.12,2
2172,13.932,3.15,0,1.59,0,0.09,0.027926078,0,2
930,14.178,3.29,0,1.63,0,0.045,0.011225188,0,2
930,14.178,4.08,0,1.85,0,0.113,0.044626966,0,2
2294,14.14,2.36,1,0.22,1,0.061,0.014784395,0,2
2294,14.14,33.9,0,1.44,0,0.1,0.030937715,0,2
2240,13.977,3.86,0,1.79,0,0.173,0.07036277,0,2
521,13.779,2.89,0,1.51,0,0.032,0.007665982,0,2
521,13.779,3.33,0,1.64,0,0.122,0.05557837,0,2
1939,13.507,1.87,0,1.2,0,0.078,0.021355236,0,2
1939,13.507,3.78,0,1.77,0,0.111,0.035865847,0,2
1939,13.507,1.81,0,1.19,0,0.163,0.06406571,0,2
2856,13.164,3.09,0,1.57,0,0.029,0.004380561,0,2
2856,13.164,2.86,0,1.5,0,0.044,0.008487337,0,2
2529,13.561,3.29,0,1.63,0,0.054,0.011498973,0,2
2529,13.561,2.51,0,1.39,0,0.079,0.02053388,0,2
2529,13.561,1.87,0,1.2,0,0.103,0.030390145,0,2
2529,13.561,2.79,0,1.48,0,0.132,0.044626966,0,2
922,12.61,9.7,0,1.868,0,0.0463,0.010130048,0.03,2
922,12.61,14.3,0,1.003,0,0.1396,0.053661875,0,2
1009,13.448,2.13,0,1.26,0,0.048,0.011225188,0,2
1009,13.448,18.3,0,1.29,0,0.062,0.016427105,0,2
2242,13.129,1.32,0,1.09,0,0.133,0.044626966,0,2
2071,13.705,3.26,0,1.62,0,0.036,0.006844627,0,2
1585,13.678,3.26,0,1.62,0,0.084,0.025735795,0,2
1585,13.678,3.78,0,1.77,0,0.113,0.040246405,0,2
1585,13.678,23.6,0,0.213,1,0.185,0.08459959,0,2
1585,13.678,3.71,0,1.75,0,0.314,0.18672141,0,2
3603,13.155,4.08,0,1.85,0,0.089,0.023545519,0,2
3603,13.155,2.3,0,1.32,0,0.0505,0.010677618,0,2
2141,14.035,2.79,0,1.48,0,0.046,0.009856262,0,2
2567,13.823,19.1,0,0.251,1,0.272,0.13114306,0,2
354,8.25,5.08,0,1.639,0,0.042717,0.007665982,0.02,2
558,13.049,3.09,0,1.57,0,0.076,0.024640657,0,2
558,13.049,2.33,0,1.33,0,0.226,0.12566735,0,2
1257,13.97,3.57,0,1.71,0,0.037,0.007665982,0,2
1257,13.97,15.1,0,0.261,1,0.059,0.015605749,0,2
2551,15.801,2.51,0,1.39,0,0.038,0.008487337,0,2
2551,15.801,4.54,0,1.97,0,0.124,0.050924025,0,2
1830,16.294,1.87,0,1.2,0,0.056,0.0183436,0,2
1830,16.294,4.04,0,1.84,0,0.111,0.05147159,0,2
3197,15.563,24,0,1.55,0,0.047,0.010677618,0,2
3197,15.563,0.142,1,0.203,1,0.058,0.01451061,0,2
3197,15.563,1.98,0,1.22,0,0.076,0.022176592,0,2
5365,15.902,2.96,0,1.53,0,0.038,0.007118412,0,2
635,11.751,36,0,0.212,1,0.849,0.7937029,0,2
2416,15.264,4.82,0,2.04,0,0.38,0.2513347,0,2
1033,15.813,35.4,0,1.73,0,0.074,0.027652293,0,2
1033,15.813,24.1,0,1.93,0,0.114,0.05284052,0,2
1396,16.567,2.18,0,1.28,0,0.065,0.021355236,0,2
1396,16.567,4.86,0,2.05,0,0.122,0.0550308,0,2
942,16.014,3.09,0,1.57,0,0.065,0.022724163,0,2
942,16.014,4.66,0,2,0,0.132,0.06570842,0,2
2146,15.689,2.57,0,1.41,0,0.05,0.012867898,0,2
2146,15.689,4.98,0,2.08,0,0.071,0.022176592,0,2
5868,15.297,3.64,0,1.73,0,0.034,0.005749486,0,2
5868,15.297,13.5,0,2,0,0.2747,0.13798769,0,2
2726,13.567,17.6,0,2.2,0,0.124,0.041889116,0.08,2
2436,15.953,2.45,0,1.37,0,0.048,0.011225188,0,2
2436,15.953,0.322,1,2.2,0,0.074,0.021902807,0,2
1958,15.489,4.66,0,2,0,0.109,0.039698835,0,2
2263,15.159,4.62,0,1.99,0,0.142,0.054757014,0,2
3381,15.747,4.86,0,2.05,0,0.087,0.026830938,0,2
3381,15.747,15.2,0,0.206,1,0.14,0.0550308,0,2
2810,15.546,0.71,1,2.18,0,0.124,0.04791239,0,2
2810,15.546,3.71,0,1.75,0,0.04,0.008761123,0,2
2042,15.197,2.86,0,1.5,0,0.095,0.030663928,0,2
2165,15.199,3.33,0,1.64,0,0.042,0.009034907,0,2
621,16.37,1.32,0,1.09,0,0.035,0.009034907,0,2
621,16.37,2.89,0,1.51,0,0.058,0.01943874,0,2
621,16.37,3.09,0,1.57,0,0.097,0.042162903,0,2
3774,15.04,3.43,0,1.67,0,0.051,0.011498973,0,2
2481,15.819,1.51,0,1.13,0,0.048,0.011225188,0,2
3016,15.541,2.33,0,1.33,0,0.053,0.013141684,0,2
1238,15.406,2.04,0,1.23,0,0.058,0.0183436,0,2
2735,15.778,3.29,0,1.63,0,0.046,0.010403832,0,2
3433,15.699,3.02,0,1.55,0,0.063,0.015605749,0,2
3433,15.699,2.3,0,1.32,0,0.0192,0.002737851,0,2
3348,15.178,3.15,0,1.59,0,0.027,0.004380561,0,2
2046,14.253,4.7,0,2.01,0,0.075,0.022450376,0,2
2046,14.253,3.68,0,1.74,0,0.332,0.20835043,0,2
1036,13.738,4.66,0,2,0,0.156,0.06735113,0,2
2000,14.478,2.42,0,1.36,0,0.108,0.035865847,0,2
2000,14.478,3.33,0,1.64,0,0.152,0.05995893,0,2
4176,15.47,4.12,0,1.86,0,0.069,0.018617386,0,2
864,16.69,37.9,0,1.98,0,0.037,0.009308693,0,2
7363,15.646,3.5,0,1.69,0,0.081,0.022176592,0,2
1094,15.853,1.24,0,1.07,0,0.039,0.009582478,0,2
3095,13.9,4.7,0,2.01,0,0.107,0.031485286,0,2
3095,13.9,3.78,0,1.77,0,0.18,0.06926762,0,2
1320,13.578,2.04,0,1.23,0,0.0881,0.028473647,0,2
2902,14.811,0.245,1,1.43,0,0.038,0.008213553,0,2
2902,14.811,0.308,1,1.79,0,0.061,0.01670089,0,2
2329,15.1,2.86,0,1.5,0,0.037,0.007939767,0,2
2329,15.1,4.58,0,1.98,0,0.073,0.021902807,0,2
4350,15.238,2.99,0,1.54,0,0.101,0.03175907,0,2
4350,15.238,4.04,0,1.84,0,0.204,0.09089665,0,2
3735,15.481,16.6,0,0.259,1,0.1994,0.08733744,0,2
3735,15.481,16.3,0,0.25,1,0.2642,0.13305955,0,2
2546,14.35,2.7,0,1.45,0,0.032,0.005749486,0,2
2546,14.35,4.7,0,2.01,0,0.056,0.013141684,0,2
4363,15.444,1.01,0,1.01,0,0.082,0.025188226,0,2
4363,15.444,1.87,0,1.2,0,0.106,0.037234772,0,2
4363,15.444,0.192,1,0.219,1,0.154,0.0678987,0,2
1527,16.216,3.97,0,1.82,0,0.341,0.25379875,0,2
2689,15.198,2.36,0,1.34,0,0.036,0.007118412,0,2
2689,15.198,1.46,0,1.12,0,0.064,0.016974675,0,2
4002,15.863,2.07,0,1.24,0,0.027,0.004928131,0,2
4002,15.863,2.45,0,1.37,0,0.042,0.009582478,0,2
4002,15.863,2.33,0,1.33,0,0.061,0.01615332,0,2
4002,15.863,3.78,0,1.77,0,0.176,0.079945244,0,2
3895,15.283,3.43,0,1.67,0,0.065,0.01670089,0,2
2298,14.142,7.3,0,2.15,0,0.21,0.09445585,0,2
5827,16.218,4.19,0,1.88,0,0.065,0.015605749,0,2
3446,16.303,2.3,0,1.32,0,0.035,0.007118412,0,2
3446,16.303,2.76,0,1.47,0,0.045,0.010130048,0,2
4427,15.948,3.78,0,1.77,0,0.048,0.010130048,0,2
5543,14.631,1.98,0,1.22,0,0.099,0.034496922,0,2
5543,14.631,1.71,0,1.17,0,0.142,0.058863793,0,2
5543,14.631,2.42,0,1.36,0,0.192,0.09281315,0,2
545,16.363,3.22,0,1.61,0,0.079,0.029842572,0.33,2
545,16.363,2.96,0,1.53,0,0.169,0.09336071,0.33,2
545,16.363,3.89,0,1.8,0,0.255,0.17330596,0.33,2
1690,15.617,4.5,0,1.96,0,0.08,0.028747434,0,2
1690,15.617,4.38,0,1.93,0,0.136,0.062696785,0,2
3432,15.232,2.3,0,1.32,0,0.04,0.007939767,0,2
3432,15.232,4.12,0,1.86,0,0.118,0.041341547,0,2
3432,15.232,4.16,0,1.87,0,0.22,0.10485968,0,2
3583,14.25,3.43,0,1.67,0,0.094,0.028473647,0,2
2346,14.458,2.39,0,1.35,0,0.036,0.006844627,0,2
2346,14.458,2.39,0,1.35,0,0.06,0.014784395,0,2
2346,14.458,3.71,0,1.75,0,0.112,0.03778234,0,2
684,14.917,1.55,0,1.14,0,0.057,0.01943874,0,2
1418,15.065,1.87,0,1.2,0,0.0232,0.004106776,0,2
2833,15.851,3.87,0,1.794,0,0.0399,0.008761123,0,2
2530,15.575,2.92,0,1.52,0,0.05,0.012594113,0,2
1776,15.418,3.05,0,1.56,0,0.059,0.01615332,0,2
1965,14.376,1.81,0,1.19,0,0.111,0.038056124,0,2
1965,14.376,7,0,0.22,1,0.392,0.25434634,0,2
2540,13.902,3.53,0,1.7,0,0.087,0.025188226,0,2
2540,13.902,2.63,0,1.43,0,0.145,0.053935662,0,2
2602,13.01,2.21,0,1.29,0,0.031,0.004928131,0,2
1256,15.81,1.2,0,1.06,0,0.027,0.006023272,0,2
1256,15.81,1.65,0,1.16,0,0.058,0.018617386,0,2
3068,15.665,0.345,1,2.09,0,0.061,0.015058179,0,2
3068,15.665,3.61,0,1.72,0,0.083,0.024093088,0,2
1642,13.926,3.29,0,1.63,0,0.051,0.012046544,0,2
2696,13.494,1.55,0,1.14,0,0.085,0.022997946,0,2
2696,13.494,2.45,0,1.37,0,0.142,0.049007528,0,2
1254,12.918,3.78,0,1.77,0,0.057,0.013415469,0,2
1306,13.687,1.01,0,1.01,0,0.027,0.004654347,0,2
1306,13.687,3.43,0,1.67,0,0.051,0.011772759,0,2
1484,12.78,2.153,1,1.43,0,0.028,0.004654347,0,2
1484,12.78,0.251,1,1.63,0,0.046,0.009856262,0,2
1636,14.222,1.55,0,1.14,0,0.05,0.012046544,0,2
1636,14.222,4.81,0,2.039,0,0.1074,0.03832991,0,2
1591,13.734,0.14,1,1.52,0,0.032,0.006023272,0,2
1591,13.734,17.4,0,1.4,0,0.051,0.012594113,0,2
1591,13.734,6.9,0,1.21,0,0.066,0.018617386,0,2
789,15.611,1.41,0,1.11,0,0.029,0.006844627,0,2
789,15.611,20.3,0,1.03,0,0.047,0.014236824,0,2
789,15.611,3.64,0,1.73,0,0.09,0.03832991,0,2
7219,15.794,28.5,0,0.205,1,0.2199,0.095551,0,2
1434,15.886,2.54,0,1.4,0,0.061,0.020260096,0,2
1434,15.886,4.38,0,1.93,0,0.113,0.051197812,0,2
1056,16.36,2.86,0,1.5,0,0.033,0.007939767,0,2
2341,15.569,2.39,0,1.35,0,0.075,0.022724163,0,2
2341,15.569,4.46,0,1.95,0,0.116,0.043805614,0,2
1892,16.199,3.97,0,1.82,0,0.065,0.023271732,0,2
1892,16.199,4.04,0,1.84,0,0.105,0.047364816,0,2
1892,16.199,3.33,0,1.64,0,0.159,0.08788501,0,2
1123,14.243,1.71,0,1.17,0,0.07,0.020807665,0,2
1123,14.243,1.32,0,1.09,0,0.114,0.043805614,0,2
1123,14.243,1.76,0,1.18,0,0.189,0.0936345,0,2
1058,15.052,28.2,0,1.32,0,0.087,0.034496922,0,2
1058,15.052,1.41,0,1.11,0,0.135,0.06598221,0,2
1392,12.834,1.46,0,1.12,0,0.061,0.015058179,0,2
1392,12.834,2.63,0,1.43,0,0.107,0.03504449,0,2
1392,12.834,2.57,0,1.41,0,0.168,0.06872006,0,2
2508,13.677,1.04,0,1.02,0,0.033,0.005475702,0,2
2212,12.799,2.99,0,1.54,0,0.045,0.009034907,0,2
2212,12.799,4.86,0,2.05,0,0.093,0.026557151,0,2
1803,12.19,30.6,0,0.218,1,0.117,0.037508555,0.04,2
1803,12.19,8.5,0,1.56,0,0.0893,0.025462013,0.05,2
2011,14.706,2.6,0,1.42,0,0.055,0.013689254,0,2
2011,14.706,7.3,0,1.15,0,0.069,0.019164955,0,2
2011,14.706,14.7,0,1.17,0,0.091,0.02902122,0,2
3944,14.099,3.68,0,1.74,0,0.0677,0.015605749,0,2
3415,14.739,1.76,0,1.18,0,0.06,0.014236824,0,2
3415,14.739,3.53,0,1.7,0,0.08,0.021902807,0,2
3415,14.739,4.08,0,1.85,0,0.182,0.07583847,0,2
3415,14.739,4.62,0,1.99,0,0.242,0.11635866,0,2
2550,13.2,4.5,0,1.96,0,0.185,0.071731694,0,2
3025,14.063,4.74,0,2.02,0,0.167,0.06351814,0,2
848,14.344,2.2,0,1.2,0,0.077,0.025735795,0,2
4237,14.567,4.54,0,1.97,0,0.11,0.03504449,0,2
4237,14.567,3.71,0,1.75,0,0.183,0.07474332,0,2
1862,12.676,2.92,0,1.52,0,0.076,0.01943874,0,2
1862,12.676,2.33,0,1.33,0,0.138,0.047364816,0,2
3069,14.915,0.297,1,1.9,0,0.065,0.01615332,0,2
3069,14.915,4.5,0,1.96,0,0.105,0.03340178,0,2
3121,13.965,4.08,0,1.85,0,0.104,0.030663928,0,2
3121,13.965,14.9,0,0.25,1,0.1786,0.07145791,0,2
824,13.142,2.07,0,1.24,0,0.118,0.044626966,0,2
1255,16.126,2.48,0,1.38,0,0.065,0.022997946,0,2
1807,15.771,4.04,0,1.84,0,0.054,0.015058179,0,2
1807,15.771,2.27,0,1.31,0,0.115,0.046269678,0,2
1807,15.771,2.07,0,1.24,0,0.146,0.066255994,0,2
4672,15.242,2.73,0,1.46,0,0.102,0.030116359,0,2
2308,13.058,3.09,0,1.57,0,0.057,0.012594113,0,2
2308,13.058,3.93,0,1.81,0,0.115,0.035865847,0,2
2246,15.735,4.04,0,1.84,0,0.063,0.01779603,0,2
2858,15.011,3.36,0,1.65,0,0.044,0.009034907,0,2
3035,13.635,2.7,0,1.45,0,0.086,0.023271732,0,2
3557,14.608,2.7,0,1.45,0,0.207,0.10376455,0,2
2488,13.472,1.65,0,1.16,0,0.048,0.009856262,0,2
2488,13.472,0.209,1,1.69,0,0.079,0.02053388,0,2
2488,13.472,4.86,0,2.05,0,0.107,0.032580424,0,2
2908,13.754,3.02,0,1.55,0,0.178,0.07036277,0,2
3389,14.771,4.82,0,2.04,0,0.098,0.029295003,0,2
3389,14.771,3.33,0,1.64,0,0.137,0.04873374,0,2
6055,14.952,2.73,0,1.46,0,0.045,0.009034907,0,2
6055,14.952,3.86,0,1.79,0,0.11,0.034223136,0,2
613,13.193,2.24,0,1.3,0,0.201,0.103490755,0,2
613,13.193,1.87,0,1.2,0,0.253,0.1467488,0,2
698,16.429,1.51,0,1.13,0,0.03,0.007392197,0,2
698,16.429,2.57,0,1.41,0,0.094,0.040793974,0,2
1722,11.941,3.83,0,1.498,0,0.1153,0.038056124,0,2
3810,15.467,3.15,0,1.59,0,0.054,0.012594113,0,2
3810,15.467,4.31,0,1.91,0,0.14,0.052019164,0,2
2653,13.997,4.23,0,1.89,0,0.2,0.095277205,0,2
2653,13.997,3.82,0,1.78,0,0.313,0.18617386,0,2
4873,14.928,2.42,0,1.36,0,0.075,0.018617386,0,2
4873,14.928,5.02,0,2.09,0,0.154,0.0550308,0,2
4873,14.928,3.5,0,1.69,0,0.201,0.08240931,0,2
3557,14.596,2.42,0,1.36,0,0.06,0.015058179,0,2
3557,14.596,2.07,0,1.24,0,0.126,0.045722112,0,2
4128,14.701,1.08,0,1.03,0,0.029,0.005201916,0,2
4128,14.701,1.37,0,1.1,0,0.042,0.009034907,0,2
4128,14.701,2.27,0,1.31,0,0.056,0.013689254,0,2
4041,15.643,2.7,0,1.45,0,0.101,0.033127997,0,2
3011,13.86,1.24,0,1.07,0,0.057,0.013415469,0,2
3011,13.86,3.86,0,1.79,0,0.115,0.03887748,0,2
2687,14.081,2.51,0,1.39,0,0.109,0.034223136,0,2
2687,14.081,4.9,0,2.06,0,0.182,0.07392197,0,2
2385,13.475,3.39,0,1.66,0,0.152,0.0550308,0,2
209,9.770001,3.1783,0,0.296,0,0.1003,0.0366872,0,2
2654,13.74,1.81,0,1.19,0,0.05,0.010677618,0,2
2654,13.74,2.15,0,1.27,0,0.078,0.020807665,0,2
872,10.47,1.46,0,1.12,0,0.117,0.0366872,0,2
872,10.47,1.23,0,1.067,0,0.085,0.022724163,0,2
3051,14.907,2.3,0,1.32,0,0.055,0.01451061,0,2
3051,14.907,3.15,0,1.59,0,0.097,0.03340178,0,2
1533,15.473,2.3,0,1.32,0,0.095,0.035318274,0,2
1533,15.473,2.07,0,1.24,0,0.172,0.085420944,0,2
2922,13.734,1.46,0,1.12,0,0.148,0.06187543,0,2
2922,13.734,1.51,0,1.13,0,0.236,0.12402464,0,2
4673,15.76,12.8,0,0.244,1,0.097,0.027378507,0,2
2879,15.949,2.51,0,1.39,0,0.096,0.033675566,0,2
2879,15.949,3.12,0,1.58,0,0.155,0.068993844,0,2
2613,14.129,1.08,0,1.03,0,0.068,0.018617386,0,2
2664,15.769,2.89,0,1.51,0,0.041,0.008761123,0,2
