distance,stellar_magnitude,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,planet_type
109,7.25,9.69,1,1.11,1,1.5,1.8,0.41,0
112,7.7,4.44,1,1.15,1,2.93,5.3,0.53,0
317,7.46,3.07,1,1.17,1,2.78,3.6,0,0
116,7.33,1.67,1,1.2,1,1.06,1.0576317,0.5,0
85,5.7,0.25683,1,0.964,1,0.474065,0.29705682,0.13,0
85,5.7,1.24444,1,1.22,1,1.038376,0.9620808,0.16,0
85,5.7,11.07937,1,1.11,1,9.815941,27.8,0.28,0
153,6.77005,1.21,1,1.22,1,0.0379,0.006023272,0.07,0
223,9.2,3.532,1,1.16,1,1.988,2.8,0.2,0
174,9.236,6.02,1,1.14,1,0.45,0.28473648,0.31,0
441,6.57226,2.23,1,1.19,1,0.76,0.4826831,0.11,0
58,6.61935,4.98051,1,1.15,1,11.938641,43.1,0.39,0
743,8.495,2.3994,1,1.18,1,4.888326,7.5,0.08,0
132,8.3,2.12,1,1.19,1,0.2388,0.12101301,0.47,0
132,8.3,6.56,1,1.13,1,1.922,2.8,0.13,0
42,5.37,1.21,1,1.22,1,1.32,1.4,0.26,0
356,7.96,5.14,1,1.15,1,0.522,0.3192334,0.21,0
356,7.96,2.3,1,1.19,1,1.36,1.3456537,0.23,0
389,7.63,1.121,1,1.23,1,1.7,1.9,0.16,0
186,7.69,0.85,1,1.24,1,2.45,2.8,0.52,0
252,8.23,1.23,1,1.22,1,0.993,0.8996578,0.59,0
252,8.23,5.16,1,1.15,1,6.15,13.9,0.13,0
233,6.90498,1.3,1,1.22,1,1.04,0.90759754,0.16,0
247,8.15,0.38,1,0.74,1,0.04364,0.007939767,0,0
239,7.89,1.33,1,1.22,1,0.053,0.011225188,0.02,0
66,7.08308,12.2018,1,1.1,1,12.278296,45.3,0.36,0
471,6.2893,2.4,1,1.18,1,1.4,1.5,0.2,0
623,8.36,2.75,1,1.18,1,1.262,1.173169,0.03,0
92,7.03,2.71,1,1.18,1,6.7,16.1,0.38,0
142,7.43,5.14148,1,1.15,1,14.10056,49.7,0.14,0
287,9.18,2.661,1,1.18,1,4.187,8,0.53,0
541,8.38,1.869,1,1.2,1,1.66,1.9,0.04,0
59,7.83,27.31185,1,1.06,1,21.34978,111.4,0.15,0
158,7.39,2.95,1,1.17,1,1.28,1.3672826,0.34,0
60,6.76,0.82,1,1.24,1,4.21,9.2,0.04,0
206,8.21,5.37,1,1.14,1,0.6,0.44873372,0.61,0
207,7.24,2.45,1,1.18,1,1.29,1.1186858,0.46,0
207,7.24,2.58,1,1.18,1,5.36,9.5,0.06,0
189,7.0092,0.75,1,1.25,1,1.04,0.96564,0.21,0
242,6.81,2.6,1,1.18,1,2,2.2,0.04,0
142,7.28,0.99,1,1.23,1,0.63,0.5319644,0.17,0
142,7.28,0.82,1,1.24,1,1.02,1.0729637,0.16,0
90,7,5.8203,1,1.14,1,13.125939,47.1,0.07,0
157,5.53,5.22768,1,1.14,1,8.301568,21.5,0.39,0
118,8.07,9.42403,1,1.12,1,0.501896,0.36522928,0.65,0
118,8.07,10.09039,1,1.11,1,5.484633,13.2,0.26,0
185,6.67,0.74,1,1.25,1,1.88,2.3,0.22,0
156,6.5,10.67,1,1.11,1,1.12,0.98425734,0.85,0
309,7.47,1.53,1,1.21,1,1.5,1.4,0.29,0
925,5.72291,14,1,1.1,1,2.1,2.2,0.13,0
239,8.65,1.13,1,1.22,1,0.11,0.034496922,0.02,0
239,8.65,1.9,1,1.2,1,0.8,0.68008214,0.08,0
182,7.24,2.218,1,1.19,1,2.32,3.2,0.02,0
182,7.24,0.768,1,1.25,1,1.032,0.9609856,0.18,0
290,7.52,0.934,1,1.23,1,1.492,1.6,0.1,0
290,7.52,3.62,1,1.16,1,3.584,5.9,0.1,0
350,5.88375,0.57,1,1.26,1,0.85,0.7646817,0.04,0
123,6.834,0.26,1,0.971,1,0.36,0.20670773,0.25,0
195,7.297,5.1,1,1.15,1,2.12,2.7,0.6,0
101,9.1,9.84,1,1.11,1,0.08,0.022997946,0.28,0
221,8,0.7836,1,1.24,1,0.362,0.20588636,0.74,0
221,8,2.201,1,1.19,1,2.39,3.5,0.08,0
173,8.1,0.443,1,1.28,1,0.87,0.7671458,0.24,0
128,9.62,1.99792,1,1.19,1,1.331,1.8,0.35,0
72,7.01227,0.36497,1,1.19,1,2.16,3.3,0.08,0
207,9.36,2.89,1,1.18,1,1.13,1.1895962,0.2,0
385,8.17,6.43,1,1.13,1,0.94,0.7392197,0.63,0
147,9.33,3.53,1,1.16,1,5.42,14.1,0.73,0
162,5.98796,1.7,1,1.2,1,1.32,1.1520876,0.09,0
350,5.98894,0.85,1,1.24,1,0.1512,0.056673512,0.15,0
129,6.92122,7.6231,1,1.13,1,0.292241,0.15906912,0.53,0
129,6.92122,18.03941,1,1.08,1,2.840843,4.8,0.21,0
136,7.95,0.27,1,0.993,1,0.07,0.017522246,0.11,0
130,9.35,6.75311,1,1.13,1,10.932103,40.5,0.19,0
130,9.44,9.07864,1,1.12,1,6.469422,18.4,0.66,0
2455,9.19,8.79,1,1.12,1,1.36,1.5,0.64,0
123,5.9,2.52834,1,1.18,1,0.764552,0.6179329,0.29,0
123,5.9,7.11033,1,1.13,1,3.073402,5,0.25,0
196,8.21,0.66,1,1.25,1,2.24,3.1,0.11,0
745,7.732,10.13,1,1.11,1,1.31,0.98535246,0.17,0
364,8.292,2.62,1,1.18,1,1.32,1.5,0.59,0
146,8.61,8.8,1,1.12,1,2.57,4.2,0.23,0
255,8.17,3.51,1,1.1,1,0.16278,0.05804244,0.68,0
431,6.04188,2.7,1,1.18,1,1.16,0.8859685,0.21,0
763,6.28209,4.2,1,1.16,1,1.7,1.6,0.4,0
232,8.01,6.80125,1,1.13,1,2.306105,3.5,0.53,0
423,8.020001,0.598,1,1.26,1,0.975,0.81697464,0.11,0
145,7.535,0.87,1,1.24,1,1.42,1.7,0.13,0
205,7.18,1.69,1,1.2,1,1.14,1.1227926,0.1,0
205,7.18,0.15,1,0.702,1,0.5137,0.30362767,0.3,0
134,7.97,8.03,1,1.12,1,0.34,0.19575633,0.11,0
90,6.25,0.916,1,1.24,1,0.0443,0.008487337,0.02,0
447,7.93,2.194,1,1.19,1,0.843,0.5850787,0.08,0
404,7.89,3.18,1,1.17,1,3.87,6.2,0.15,0
399,6.61519,20.13,1,1.08,1,1.46,1.0841889,0.26,0
341,7.78,1.685,1,1.2,1,1.4,1.4,0.11,0
156,8.59,9.37932,1,1.12,1,7.420228,20.8,0.73,0
393,7.55,2.54,1,1.18,1,1.592,1.5,0.02,0
88,8.4,0.64,1,1.26,1,1.76,2.6,0.28,0
88,8.4,0.54,1,1.27,1,3,6,0.48,0
73,7.518,9.80228,1,1.11,1,17.521435,79.4,0.19,0
196,7.84,0.4,1,1.25,1,1.85,2.6,0.26,0
177,7.86,3.46739,1,1.17,1,1.459291,1.7,0.38,0
177,7.86,9.31015,1,1.12,1,5.581571,12.8,0.05,0
198,5.88639,0.31,1,1.08,1,0.94,0.784668,0,0
198,5.88639,0.3,1,1.06,1,1.334,1.3259411,0,0
198,5.88639,0.45,1,1.28,1,1.92,2.3,0,0
170,6.67973,1.01,1,1.23,1,0.077,0.018617386,0.23,0
150,7.22,0.836,1,1.24,1,2.1,2.8,0.25,0
150,7.83,0.523,1,1.27,1,0.0426,0.008487337,0.01,0
150,7.83,1.99,1,1.19,1,4.89,10.4,0.25,0
531,7.81,3.4,1,1.17,1,1.82,2.1,0.04,0
165,8.24,1.5,1,1.21,1,1.203,1.2626969,0.14,0
210,7.34,29.14349,1,1.06,1,11.958319,40,0.03,0
64,7.67,1.13,1,1.13,1,0.03126,0.006023272,0,0
205,7.3,5.4332,1,1.14,1,2.405224,3.1,0.56,0
52,5.738,1.8,1,1.2,1,3.9,7.8,0.34,0
178,7.78,1.985,1,1.19,1,2.231,3.2,0.22,0
483,8.76,3.1,1,1.17,1,5.5,13.4,0.57,0
214,8.09,9.34112,1,1.12,1,2.746858,4.4,0.21,0
175,8.97,0.35302,1,1.16,1,0.407,0.2767967,0.03,0
175,8.97,2.07659,1,1.19,1,3.2,6,0,0
64,7.79,0.56,1,1.26,1,0.15,0.06680356,0.05,0
234,6.45591,2.096,1,1.19,1,1.063,0.93333334,0.08,0
262,8.99,11.26401,1,1.11,1,11.043187,35.9,0.25,0
123,6.87591,3.98,1,1.16,1,0.14,0.049828887,0.01,0
165,7.5,3.18,1,1.17,1,2.51,3.8,0.23,0
130,6.51,12.5,1,1.1,1,5.02,10,0.66,0
865,6.55594,8.5,1,1.12,1,1.1,1.100616,0.2,0
111,6.39677,2.58,1,1.18,1,2.37,3.7,0.48,0
108,6.82294,0.79,1,1.24,1,2.07,2.8,0.22,0
79,6.98,0.13487,1,0.66,1,0.425988,0.27268994,0.37,0
73,5.06345,1.37,1,1.21,1,1.305,1.276386,0.06,0
237,6.48605,1.599,1,1.21,1,1.565,1.7,0.09,0
237,6.48605,1.214,1,1.22,1,1.96,2.3,0.24,0
150,8.08,17.9,1,1.08,1,2.41,3.5,0.22,0
527,8.324,1.017,1,1.545,1,0.05208,0.009034907,0.04,0
128,8.45,11,1,1.29,1,487.1,11094.6,0,0
201,4.28,3.494,1,1.17,1,1.768964,1.4,0.73,0
201,4.28,7.47507,1,1.13,1,5.068253,6.8,0.2,0
237,8.23,7.8,1,1.12,1,2.73,4.3,0.29,0
280,9,6.29,1,1.14,1,2.2,3.1,0.71,0
156,7.99,4.88801,1,1.15,1,3.183074,5.6,0.1,0
156,7.99,15.23151,1,1.09,1,7.444845,20.1,0.25,0
94,8.45,0.23,1,0.903,1,2.55,4.7,0.37,0
283,7.84,0.38835,1,1.23,1,0.177326,0.06926762,0.15,0
302,8.56,1.37,1,1.21,1,0.896,0.76605064,0.27,0
480,8.34,2.036,1,1.19,1,1.74,1.8,0.1,0
133,6.68804,28,1,1.25,1,9.6,25.6,0.14,0
133,6.68804,12.7,1,1.46,1,3.53,5.7,0.41,0
117,7.36,1.4878,1,1.21,1,1.3649,1.6,0.95,0
192,8.78,0.56,1,1.26,1,0.586,0.43832994,0.2,0
192,8.78,0.73,1,1.25,1,2.112,3.2,0.27,0
147,7.47,0.52,1,1.27,1,0.524,0.3561944,0.24,0
1018,6.38984,9.9,1,1.11,1,2.1,2.4,0.08,0
156,9.92,1.25,1,1.22,1,0.95,1.0428474,0.75,0
220,6.50821,1.4,1,1.21,1,1.05,0.96564,0.07,0
158,7.65,0.73,1,1.39,1,0.04707,0.009582478,0,0
138,7.83,0.4817,1,1.27,1,1.487,1.8,0.24,0
69,6.54348,1.29,1,1.22,1,1.13,1.2106776,0.48,0
177,5.93022,1.808,1,1.2,1,1.148,0.969473,0.03,0
271,8.48,5.54,1,1.14,1,0.768,0.61273104,0.08,0
211,8.59,0.67,1,1.25,1,2.656,4.3,0.68,0
177,7.76,0.51,1,1.27,1,0.03,0.006023272,0,0
363,7.6,2.39,1,1.18,1,1.19,1.0422999,0.08,0
133,6.81,5.58,1,1.14,1,1.89,2.4,0.42,0
210,8.17,3.5,1,1.17,1,13,46.6,0.53,0
95,7.88,0.20734,1,0.85,1,0.362,0.23080082,0.4,0
331,8.06,19.59946,1,1.08,1,3.078036,5.1,0.16,0
132,8.96,0.33,1,1.11,1,1.282,1.6,0.49,0
108,6.03,1.26,1,1.22,1,2.56,3.6,0.07,0
87,6.04,2.223,1,1.19,1,2.497,3.7,0.32,0
1227,9.229,1.05,1,1.23,1,0.61,0.40684465,0.38,0
120,8.11,0.57,1,1.26,1,0.46,0.32443532,0.37,0
65,6.155,1.3,1,1.22,1,0.08,0.01943874,0.13,0
65,6.155,2.6,1,1.18,1,5.32,11.7,0.52,0
181,7.78,13.85303,1,1.1,1,2.44502,3.6,0.31,0
215,8.520001,21.6,1,1.08,1,4.56,9.6,0.76,0
202,8.05,0.5916,1,1.26,1,3.748429,7,0.16,0
94,8.6,0.2,1,0.832,1,0.69,0.6179329,0.3,0
95,6.12,9.75299,1,1.11,1,5.935698,15,0.77,0
21,5.56911,0.34,1,1.14,1,3.11,6.2,0.06,0
342,5.84863,0.78,1,1.24,1,0.94,0.7542779,0.11,0
539,8.909,1,1,1.23,1,3.2,5.7,0.4,0
238,8.04,17.0123,1,1.09,1,5.657321,13.1,0.81,0
1059,6.40607,16.64,1,1.09,1,1.6,1.8,0.14,0
210,8.92,0.2,1,0.832,1,2.729,4.7,0.19,0
153,7.74,1.118,1,1.23,1,3.396,6.2,0.05,0
165,7.10831,1.45,1,1.21,1,4.94,10.2,0.51,0
211,7.98,3.18,1,1.17,1,0.74,0.5982204,0.4,0
182,7.82,3.09,1,1.17,1,1.25,1.2487338,0.08,0
312,8.15,0.19,1,0.836,1,0.1228,0.039151266,0.12,0
102,5.82,20.0215,1,1.08,1,8.416586,23.6,0.08,0
182,7.457,1.61,1,1.21,1,2.306,3.2,0.12,0
297,7.47,1.56,1,1.21,1,1.83,2.4,0.08,0
165,7.11716,2.12,1,1.19,1,5.14,11,0.16,0
138,7.68,8.37,1,1.12,1,1.34,1.6,0.73,0
258,8.06,7.02951,1,1.13,1,2.373375,3.3,0.48,0
305,8.23,0.7,1,1.25,1,0.191,0.07310062,0.1,0
526,7.85,2.12,1,1.19,1,1.9,2.4,0.03,0
106,8.78,13.65,1,1.1,1,1.167,1.4,0.82,0
109,7.12,2.61,1,1.18,1,1.6,2,0.1,0
306,8.58,1.527,1,1.21,1,2.37,3.3,0.41,0
355,8.97,1.13,1,1.22,1,0.567,0.3876797,0.13,0
2763,10.291,6.575,1,1.13,1,0.747,0.52566737,0.05,0
192,10.15,1.78,1,1.2,1,2.827,5.6,0.36,0
170,7.26122,11.56265,1,1.11,1,2.692222,4.2,0.28,0
1694,8.770001,6,1,1.14,1,5.7,11.2,0.56,0
1215,8.270001,5.21,1,1.14,1,1.16,1.4,0.15,0
3045,8.19,15.89,1,1.09,1,1.92,2,0.4,0
152,7.515,3.86,1,1.16,1,4.92,10,0.04,0
152,7.515,0.201,1,0.834,1,1.3,1.4,0.11,0
979,6.74616,12.89,1,1.1,1,1.29,1.5,0.35,0
122,8.87,9.01848,1,1.12,1,6.245213,16.8,0.34,0
181,7.77,0.915,1,1.24,1,2.971,4.9,0.04,0
375,5.60075,2.5,1,1.18,1,1.49,1.2511978,0.04,0
160,8.2,16.52835,1,1.09,1,17.779459,72.1,0.05,0
133,6.89333,13.5,1,1.1,1,20.4,87.7,0.82,0
179,9.44,0.42,1,1.28,1,0.04,0.009308693,0,0
642,9.595,1.17,1,1.44,1,0.0568,0.011225188,0.09,0
60,4.44,1.56,1,1.21,1,1.271,1.172074,0.06,0
164,8.26,1.494,1,1.21,1,3.242,6,0.14,0
143,9.36,0.61939,1,1.26,1,0.125367,0.049281314,0.05,0
143,9.36,0.162,1,0.735,1,0.198,0.09883641,0.02,0
143,9.36,6.78167,1,1.13,1,5.359964,13.8,0.34,0
222,7.66,4.8,1,1.15,1,1.552,1.8,0.18,0
128,7.8,5.83181,1,1.14,1,1.034659,1.0554415,0.05,0
128,7.8,19.58437,1,1.08,1,13.109497,47.7,0.12,0
162,8.06,0.31091,1,1.08,1,0.117885,0.03887748,0.1,0
180,7.69,1.16,1,1.22,1,2.15,3.1,0.81,0
147,10.49,0.98,1,1.23,1,0.06,0.01670089,0.09,0
619,8.38,1.542,1,1.21,1,1.18,1.0409309,0.15,0
101,7.76,4.47,1,1.15,1,2.28,3.7,0.46,0
184,8.99,2.43,1,1.18,1,3.43,6.7,0.08,0
144,5.79,1.57,1,1.21,1,1.913,2.4,0.05,0
359,5.9258,1.37,1,1.21,1,1.23,0.8531143,0.13,0
102,9.98,5.91997,1,1.14,1,13.283797,56.5,0.26,0
181,8.41,8.68799,1,1.12,1,3.603011,6.9,0.21,0
181,8.41,6.5587,1,1.13,1,10.273072,33.1,0.04,0
85,5.77466,1.22,1,1.22,1,2.34,3.2,0.76,0
189,9.12,0.47,1,1.27,1,2.69,4.6,0.18,0
428,7.91,1.547,1,1.21,1,1.85,2.3,0.06,0
190,7.13266,0.62,1,1.26,1,1.26,1.2758385,0.3,0
398,6.43005,3.04,1,1.17,1,0.59,0.4312115,0.01,0
124,7.6,0.7,1,1.25,1,3.41,6.5,0.07,0
148,9.36,0.48,1,1.27,1,0.04,0.009308693,0,0
164,8.38,1.5,1,1.21,1,1.44,1.7,0.59,0
396,7.96,1.26,1,1.22,1,1.074,0.9034908,0.05,0
396,7.96,0.89,1,1.24,1,1.955,2.2,0.08,0
396,7.96,0.2,1,0.832,1,0.452,0.24613279,0.19,0
263,8.558,0.244,1,0.867,1,0.1436,0.051197812,0.03,0
293,8.05,0.329,1,1.12,1,0.1508,0.049828887,0.4,0
68,5.10111,9.1,1,1.12,1,1.1,1.0622861,0.34,0
345,7.29,2.01,1,1.19,1,1.6,1.5,0.15,0
345,7.29,1.75,1,1.2,1,2.24,2.5,0.13,0
150,7.31,0.82,1,1.24,1,2.07,2.9,0.27,0
150,7.31,0.168,1,0.752,1,0.7181,0.58781654,0.04,0
150,7.31,0.38,1,1.21,1,6.36,15.6,0.03,0
232,7.74,3.76,1,1.16,1,0.389,0.2258727,0.39,0
364,5.986,0.75,1,1.25,1,0.98,0.74770707,0.14,0
36,5.88437,0.228,1,0.899,1,0.295,0.17056811,0.65,0
103,7.68,0.675,1,1.25,1,0.53364,0.42272416,0.05,0
103,7.68,0.652,1,1.25,1,1.71,2.4,0.13,0
103,7.68,0.696,1,1.25,1,2.807,5.1,0.16,0
153,8.67,2.69,1,1.18,1,0.277,0.15058179,0.67,0
153,8.67,3.19,1,1.17,1,3.74,7.5,0.03,0
58,7.36,0.173,1,0.764,1,2.108,3.3,0.3,0
124,6.69,0.4,1,1.25,1,1.02,0.99438745,0.41,0
138,5.92848,0.64923,1,1.25,1,0.114551,0.039151266,0.26,0
138,5.92848,10.44736,1,1.11,1,3.224617,5.8,0.36,0
298,8.26,9.698,1,1.11,1,1.623,1.9,0.02,0
60,5.65,12.23926,1,1.1,1,3.309065,5.7,0.64,0
380,6.42794,2.7,1,1.18,1,1.4,1.6,0.24,0
111,6.75512,4.67,1,1.15,1,0.85,0.7230664,0.25,0
137,7.88,1.70781,1,1.2,1,1.28031,1.4,0.9,0
120,8.44,1.6,1,1.21,1,1.67,2.3,0.2,0
265,8.7,2.23,1,1.19,1,1.17,1.1824777,0.52,0
265,8.7,2.17,1,1.19,1,6.95,18.4,0.24,0
112,7.783,0.81,1,1.24,1,1.662,2.3,0.04,0
445,7.83,1.927,1,1.2,1,1.157,0.97522247,0.15,0
204,8.98,0.55388,1,1.26,1,0.881867,0.8457221,0.74,0
204,8.98,7.80042,1,1.12,1,8.556456,25.5,0.15,0
279,8.03,2.55,1,1.18,1,0.238,0.10130048,0.08,0
173,7.69,0.58,1,1.26,1,1.19,1.2930869,0.61,0
153,7.89,1.79,1,1.2,1,1.92,2.6,0.78,0
112,8.08,0.1893,1,0.805,1,0.6793,0.61820674,0.07,0
112,8.08,0.549,1,1.26,1,0.902,0.9456536,0.02,0
114,8.1,0.433,1,1.28,1,0.237,0.120739214,0.61,0
180,7.72,23.8334,1,1.07,1,15.443431,55.7,0.57,0
96,7.91,0.226,1,0.894,1,0.0398,0.008213553,0.06,0
122,7.63,0.35061,1,1.16,1,2.395,3.7,0.25,0
179,5.9,2.37,1,1.19,1,1.19,0.98617387,0.13,0
179,5.9,2.37,1,1.19,1,4.6,7.5,0.23,0
275,6.11151,2.3,1,1.19,1,1.28,0.98343605,0.06,0
275,6.11151,1.88,1,1.2,1,1.97,1.9,0.1,0
400,5.25,7.32,1,1.13,1,1.93,2,0.2,0
1755,7.51,13.9,1,1.1,1,1.14,1.1882273,0.23,0
295,8.05,1.525,1,1.21,1,1.814,2.1,0.21,0
666,8.03,1.615,1,1.21,1,1.167,1.0965092,0.07,0
151,7.21,1.636,1,1.2,1,3.833,6.7,0.27,0
151,7.21,2.93,1,1.17,1,9.02,23.6,0,0
102,6.8561,4.954,1,1.15,1,2.353,3.5,0.5,0
98,6.29351,1.21,1,1.22,1,0.52,0.32662562,0.27,0
396,8.05,1.556,1,1.21,1,1.57,1.7,0.09,0
396,8.05,1.053,1,1.23,1,1.93,2.4,0.18,0
254,7.95,3.87,1,1.16,1,3.18,5,0.71,0
715,7.604,5.78,1,1.14,1,0.53,0.38165638,0.08,0
190,6.00272,1.681,1,1.2,1,1.911,2.1,0.06,0
167,8.32,0.33,1,1.12,1,1.2,1.3478439,0.1,0
201,7.57,5.95712,1,1.14,1,6.431189,16.1,0.27,0
925,8.09,7.63,1,1.13,1,0.64,0.48487338,0.07,0
291,5.44299,6.92,1,1.13,1,1.086,0.8197125,0.05,0
1028,6.94657,6.5,1,1.13,1,1.5,1.3563312,0.27,0
85,4.44,1.06,1,1.23,1,0.77,0.55277205,0.26,0
85,4.44,2.51,1,1.18,1,1.6,1.6,0.03,0
173,7.32,17.42688,1,1.09,1,18.992329,75.1,0.86,0
173,7.32,24.80132,1,1.07,1,36.876427,205,0.77,0
34,1.12512,2.3,1,1.19,1,1.64,1.6,0.02,0
161,7.72,8.72588,1,1.12,1,11.786592,39.2,0.15,0
123,9.37,0.25,1,1.098,1,0.04,0.007665982,0,0
106,8.1,0.53,1,1.27,1,0.94,0.9801506,0.24,0
424,7.43,2.56,1,1.18,1,1.51,1.7,0.11,0
138,7.72,0.49,1,1.27,1,0.14,0.060232718,0.17,0
115,7.97,1.295,1,1.22,1,1.301,1.6,0.27,0
115,7.97,2.03,1,1.19,1,5.75,14.7,0.17,0
222,4.37821,6,1,1.14,1,1.2,1.3155373,0.07,0
174,8.25,10.78131,1,1.11,1,3.39291,6.2,0.47,0
174,8.25,2.4173,1,1.18,1,9.418207,28.7,0.21,0
250,8.05,3.06,1,1.17,1,1.08,0.96427107,0.17,0
250,8.05,4.85,1,1.15,1,3.86,6.5,0.76,0
167,8.45,1.68,1,1.2,1,3.55,6.8,0.1,0
256,9.11,3.07,1,1.17,1,2.18,3,0.03,0
198,8.2,1.97,1,1.2,1,0.07,0.017248461,0.12,0
198,8.2,15,1,1.09,1,13.2,43.8,0.45,0
245,5.77,3.04,1,1.17,1,2.482,3.3,0.19,0
193,8.667,6.1,1,1.14,1,1.76,2.3,0.4,0
95,7.17,1.993,1,1.19,1,3.318,5.8,0.18,0
118,8.06,0.27,1,0.993,1,1.36,1.7,0.19,0
412,7.82,1.768,1,1.2,1,1.88,2.4,0.12,0
169,7.46,3.37143,1,1.17,1,4.689125,9.7,0.26,0
169,7.46,18.71468,1,1.08,1,13.940621,49.9,0.09,0
227,8.83,5.46348,1,1.14,1,0.227825,0.107871324,0.42,0
164,8.9,4.17014,1,1.16,1,2.227469,3.4,0.26,0
164,8.9,5.40071,1,1.14,1,12.621165,46.8,0.09,0
317,8.99,3.08,1,1.17,1,0.65,0.5155373,0.19,0
317,8.99,2.25,1,1.19,1,1.03,1.0379193,0.28,0
272,8.23,1.112,1,1.23,1,2.99,4.8,0.13,0
188,7.61,1.67333,1,1.2,1,0.280148,0.1412731,0.64,0
188,7.61,9.10703,1,1.12,1,3.676463,6.7,0.38,0
126,7.5,8.34612,1,1.12,1,2.43855,3.5,0.75,0
95,6.35,0.49,1,1.27,1,0.05,0.009582478,0.03,0
279,7.84,1,1,1.23,1,1.032,0.93415475,0.1,0
279,7.84,5.64,1,1.14,1,8.4,21.6,0.49,0
255,8.03,2.71,1,1.18,1,1.191,1.157837,0.11,0
199,8.16,0.21,1,0.856,1,0.05,0.010951404,0.09,0
600,7.83,3.93,1,1.16,1,1.149,1.1373032,0.86,0
337,5.72,0.64,1,1.26,1,0.9,0.74770707,0.26,0
160,8.05,1.34,1,1.22,1,2.98,5,0.58,0
217,9.06,4.38,1,1.07,1,0.4565,0.30499658,0.93,0
279,8.48,5.65664,1,1.14,1,2.906141,4.8,0.92,0
113,8.6,5.47697,1,1.14,1,6.497354,17.5,0.2,0
200,7.49,23.50131,1,1.07,1,9.88693,29.7,0.31,0
112,7.72,6.83498,1,1.13,1,1.988479,2.8,0.56,0
280,5.39755,2.7,1,1.18,1,0.81,0.50376457,0,0
878,4.26489,26.53603,1,1.07,1,3.233953,2.8,0.1,0
878,4.26489,22.59251,1,1.07,1,2.324089,1.7,0.1,0
414,7.62,2.33,1,1.19,1,1.58,1.9,0.07,0
90,6.54993,1.681,1,1.2,1,1.18306,1.2087611,0.16,0
90,6.54993,1.959,1,1.2,1,0.74345,0.602601,0.37,0
100,8.76,0.20955,1,0.855,1,0.533,0.43531826,0.2,0
133,8.23,0.402,1,1.25,1,0.0406,0.008213553,0.01,0
133,8.23,1.5,1,1.21,1,8,22.6,0.76,0
181,7.7,0.68,1,1.25,1,2.45,3.6,0.15,0
146,7.12,2.03,1,1.19,1,0.76,0.62149215,0.3,0
132,9.36,8.81576,1,1.12,1,16.10719,70.6,0.22,0
339,8.73,1.48,1,1.21,1,0.0346,0.005749486,0.01,0
149,7.93,0.45,1,1.28,1,2.73,4.5,0.06,0
221,7.41,12.81667,1,1.1,1,2.762119,4.1,0.82,0
124,6.331,13.40117,1,1.1,1,2.965265,4.5,0.73,0
684,7.47,3.6,1,1.16,1,2.72,3.5,0.17,0
240,8.07,12.4,1,1.1,1,0.117,0.036960986,0.05,0
60,7.56,5.36602,1,1.14,1,4.051612,9.1,0.71,0
117,7.55,8.07325,1,1.12,1,13.912743,50.8,0.16,0
240,8.01852,1.02,1,1.23,1,0.0479,0.009308693,0.03,0
104,7.02569,2.11,1,1.19,1,3.27,5.9,0.2,0
126,5.73469,8.35,1,1.12,1,0.917,0.70308006,0.68,0
266,8.4,1.11,1,1.23,1,2.2,3.2,0.12,0
113,7.31637,3.76,1,1.16,1,0.97,0.89199173,0.35,0
113,7.31637,3.67,1,1.16,1,10.5,31.8,0.46,0
93,8.3,0.37,1,1.2,1,0.477,0.3931554,0.14,0
183,9.12,13.31055,1,1.1,1,11.342789,38.4,0.11,0
164,8.35,0.7,1,1.25,1,0.189,0.08240931,0.2,0
164,8.35,1.82,1,1.2,1,0.654,0.5281314,0.06,0
320,7.6,1.26,1,1.22,1,2.74,4.3,0.14,0
281,7.36,5,1,1.15,1,55.7,328.8,0,0
447,7.92,1.26,1,1.22,1,1.36,1.2714579,0.12,0
447,7.92,3.45,1,1.17,1,3.33,4.9,0.28,0
2207,8.15,10.63,1,1.11,1,1.28,1.3196441,0.11,0
121,8.62,0.13353,1,0.347,1,0.262,0.15085557,0.2,0
286,8.39,6.63332,1,1.13,1,3.167126,5.6,0.05,0
236,9.955,3.74,1,1.16,1,5.15,12,0.06,0
457,8.21,1.27,1,1.22,1,1.11,0.9924709,0.17,0
1917,7.40521,20.96,1,1.08,1,1.42,1.8,0.3,0
278,8.09,0.717,1,1.25,1,1.332,1.3634497,0.69,0
1292,8.57,1.14,1,1.22,1,1.24,1.4,0.41,0
106,6.81828,20.99889,1,1.08,1,6.91483,17.7,0.36,0
600,8.44,2.5,1,1.18,1,130,957.3,0,0
371,8.05,1.964,1,1.2,1,1.26,1.1876796,0.08,0
138,8,8.38591,1,1.12,1,6.29367,15.6,0.84,0
106,7.93,2.33,1,1.19,1,1.864,2.7,0.23,0
179,9.1,0.44,1,1.28,1,1.11,1.2027378,0.09,0
362,5.72916,0.97,1,1.23,1,1.08,0.84982884,0.2,0
478,7.65,1.23,1,1.22,1,1.98,2.3,0.25,0
257,5.64,8.2,1,1.12,1,0.81,0.5043121,0.02,0
343,5.62,1.98,1,1.19,1,0.72,0.39507186,0.09,0
192,9.61,1.56,1,1.21,1,1.134,1.3675565,0.55,0
216,9.18,2.68,1,1.18,1,0.706,0.6354552,0.16,0
332,7.25,1.94,1,1.2,1,2.84,4.1,0.21,0
